block_height,timestamp,nonce,block_hash,difficulty,target,size,weight,reward,subsidy,fees,tx_count
929859,1766921515,1376932602,00000000000000000001b94f55d7f1708f60dda103f358f02833c6f7f257fab4,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1730563,3993148,313459011,312500000,959011,3791
929860,1766923038,2840807508,00000000000000000001a65d3f618d54ca6f702adc13ac0ae28058deef1fb7f3,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1679272,3993733,315934524,312500000,3434524,3536
929861,1766923333,811720602,00000000000000000001da64fa4894b2def2ce118857ce954207b16c5d505fff,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,784669,1864096,313773460,312500000,1273460,1761
929862,1766925010,1470267613,00000000000000000001ded43e1366c182026674604ae229eff5e0e20b1cf89a,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1665571,3994075,315285951,312500000,2785951,3368
929863,1766925439,837070709,00000000000000000000a8ee9680f1623068f43bef5460bb4fe3cffc40f4246a,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,880633,2224429,313867294,312500000,1367294,2278
929864,1766927417,2745851479,000000000000000000010ac129a2c6f80006be24aa3332d7da8153795c24694c,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1594567,3993997,316187059,312500000,3687059,3828
929865,1766927857,2346926651,000000000000000000017fc6896c20e92a7c38458492b398d3130715247dce5a,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1965211,3993952,314070752,312500000,1570752,3381
929866,1766929613,2993295910,00000000000000000001636ae7d4e251732c00c8abdebebfce186083b63842a3,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1567691,3998279,316049142,312500000,3549142,3736
929867,1766929822,4181306279,00000000000000000001576b5f9c6c5e4c2b74371c01e2e4630eec8c79f1b875,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1901667,3993279,313655290,312500000,1155290,3979
929868,1766930271,3013947971,00000000000000000000ce3e0f27d6e6ce5c8bd585126b6968bfb6c3a1cc3a7c,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1739364,3993114,314160125,312500000,1660125,4720
929869,1766930715,2295993683,000000000000000000013cfb4ba10fae109d7eeacaf2619a69a92bdefb51a135,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,890627,2002955,313860548,312500000,1360548,1440
929870,1766931365,1025377483,00000000000000000001a8808e2f7819b533949454a246c866bb698a9190f5be,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1527739,3993499,315125003,312500000,2625003,3405
929871,1766931733,3048641034,0000000000000000000026b67d79c941e23d42327b42812a35e2871372cb29d4,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,336067,907675,313027632,312500000,527632,856
929872,1766932179,1790160750,00000000000000000000312507dfa043277d39e0484248747688bcf1404ce153,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1775968,3993568,314150830,312500000,1650830,4185
929873,1766932508,2001449650,000000000000000000001efdb0447902055f21427b4405d1bf379f870b4e3580,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1742394,3993192,313388798,312500000,888798,4945
929874,1766933539,550500682,00000000000000000000527f01d6c5d45f5e741b21112dc1dee530d2f2dc8348,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1556958,3993660,315239131,312500000,2739131,2636
929875,1766933553,3428216831,000000000000000000017eb0e3c7a82ba30f5071d8ea334ef5bded9745ea01cb,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1965704,3993833,313003458,312500000,503458,4722
929876,1766933867,680043386,00000000000000000001e35096766ff231c32acc78af88d27bd430b2f5257a10,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1718318,3993626,313547094,312500000,1047094,4508
929877,1766934623,2513058245,000000000000000000004aa07f2de9399d0cefe7ae3515c0b06404acae21be1f,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1608208,3993925,314259724,312500000,1759724,3619
929878,1766937470,3932788142,0000000000000000000126dc50f44e032115e1fdf195593df7a996ac1638dc49,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1532302,3993778,317385362,312500000,4885362,4043
929879,1766937852,2267852893,00000000000000000000f2d9860135d3e96609f1e24065ba1064cdb9ed8ccaa5,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1652272,3993652,314767651,312500000,2267651,3581
929880,1766938465,2513151292,00000000000000000000e3878634f0aca38fe32d915c07370d5ad6ab340d8651,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1524176,3993548,314565075,312500000,2065075,2295
929881,1766939045,3263807128,00000000000000000000ed5394835812608bb6b1f28e8f6bcb7f5a6f25ae56b7,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1598127,3993150,313798306,312500000,1298306,3390
929882,1766939098,4290739467,000000000000000000017510009cd92e46fbab5b1e235ca39f95132df29fd5ac,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1712559,3993717,313786149,312500000,1286149,4617
929883,1766939358,320673939,00000000000000000001232effbd8394379ea747d42b1891e9d3b4f670f68f54,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1709067,3994044,313385667,312500000,885667,4900
929884,1766939729,2252820814,00000000000000000000927d17dc217e12de96c2377f1628804426726ffdb949,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1726017,3993294,313600668,312500000,1100668,4076
929885,1766939801,2503620766,00000000000000000001315582a8f037314d73f2d355b9ecd522b540a8a56eca,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1756235,3993677,312965534,312500000,465534,5181
929886,1766939922,1094501383,00000000000000000000c1d1d956498f0633e6274938050a644dcd63a627cca5,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1885381,3993109,313107013,312500000,607013,4515
929887,1766940426,2246485084,000000000000000000010014c54de17c68d054a79257470590230d26f69e76ba,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1598369,3992792,313913562,312500000,1413562,3984
929888,1766940723,618419574,000000000000000000016d17db40f29df6cb8f5a564b7958160be3d0e182a948,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1739034,3993141,313354149,312500000,854149,4533
929889,1766941128,1345965896,000000000000000000007c16bdf24c96c36d8d88254b98e22b2a88a61a747ede,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1704804,3993219,313832421,312500000,1332421,4047
929890,1766941412,2349889077,000000000000000000014bb33df887fb453b61f361add5f9503e833054bb9741,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1725451,3993223,313508841,312500000,1008841,4350
929891,1766941417,1574381755,0000000000000000000179bc8581ee11096363fdb5585a33e36aed0cf1655110,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1775596,3992635,312812759,312500000,312759,5297
929892,1766942216,1861439900,00000000000000000000b0dcf11b8ec810786c8894ebf4959e3220709d542d16,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1546494,3993978,314355799,312500000,1855799,3791
929893,1766942449,1769048934,00000000000000000000775e0790fd8fdc5d1691b9bb50c0c104d6da8c95c50a,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1778615,3993668,313442731,312500000,942731,4770
929894,1766943196,2561305157,00000000000000000000bbe66b5249ca6007b0beaa977425b1b232d48f79e65b,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1587698,3993719,314409266,312500000,1909266,3669
929895,1766943711,121305204,00000000000000000000ef73641234b66e58e609bd8f136b035e5ddfc43b2e06,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1646254,3993571,313970295,312500000,1470295,4593
929896,1766944137,119493474,000000000000000000013ad5edc236725199f7f1b411199f899c01f40591a41a,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1770342,3993012,314053102,312500000,1553102,3587
929897,1766944191,3747171865,000000000000000000012722ca087d811584ea1c65e3e5a9a4524068ecc01326,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1786656,3993081,312913081,312500000,413081,5076
929898,1766944461,3466849399,00000000000000000000e12aec9b8c406bafd8835c7efd0036a86bdc57407232,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,309600,801672,313032779,312500000,532779,602
929899,1766945239,2646898773,000000000000000000009cd1df65b55ced1eeffd9e2be53bc56c2ce714502b5d,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1609244,3993395,314699007,312500000,2199007,3378
929900,1766945476,92102343,000000000000000000012df2b6a37ca3f5ceb36a491bdfa5e7dee9c33e3148bb,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,408649,984382,313099741,312500000,599741,944
929901,1766945611,3055306331,00000000000000000000ea9ddb87e048e1f6b16734fddce8a11e89aec631587c,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1728985,3993199,313135978,312500000,635978,4823
929902,1766946212,460337686,00000000000000000001ce83fcd67ba9a7013effe73054bfac1289f8ca306047,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,803385,2032407,313907821,312500000,1407821,1838
929903,1766946543,1481484494,00000000000000000000e2d1bce6cfa7a1f1083f165e749380921a292498d7db,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1728113,3993416,313508026,312500000,1008026,4293
929904,1766947099,3217377834,00000000000000000000eb51f85a092e547e2d83e7076112058a695b81ea7103,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1668960,3993777,313893158,312500000,1393158,3881
929905,1766947770,901172257,00000000000000000000deab4b9e76feb6b98de16b41f91c8fc6a0971c7050ed,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1746853,3993142,313887423,312500000,1387423,3767
929906,1766948219,2762573684,00000000000000000000a87a3e230ac67999b1633ff50a6fa963904fa7447dd9,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1731672,3993966,314095813,312500000,1595813,3241
929907,1766948922,4069862888,00000000000000000000424d64eca5cdfc38ed9ebd5c5f0e318392407b89339c,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1124673,2711973,314280393,312500000,1780393,2367
929908,1766949016,2506486169,00000000000000000001483e1801d8427ad7dd9c660fd3b46f91036d21623d4d,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1743056,3993473,313033776,312500000,533776,4972
929909,1766949554,825408750,00000000000000000001c428641447112f4ab9f23db5b6f425e1804b3ca24d07,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1658302,3993448,313773104,312500000,1273104,4196
929910,1766949845,2021270221,000000000000000000006ba896e4df26276fa38dad49b8d6d5501252191cfd35,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1729736,3993203,313476280,312500000,976280,4831
929911,1766951370,2139162069,0000000000000000000090a5f6eb4ac84bfcf0fd297e481fc91c0dc61be46e5a,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1525434,3993342,315635163,312500000,3135163,3580
929912,1766953006,1259030124,000000000000000000016909fe0cabfe401ac5f26e6adec5e12b874de73d7025,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1658342,3993914,315645706,312500000,3145706,3562
929913,1766953154,3239872208,00000000000000000001c31b8397055dc68f9a867c7484815cd0a8953759a5ca,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1603559,3992783,313630723,312500000,1130723,3277
929914,1766953619,2266013607,000000000000000000016364f23a249edf8cd709860b6df0fee42a6bc017ae4c,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1706684,3993776,313863375,312500000,1363375,4431
929915,1766954486,991832198,00000000000000000001c537b11a8842cd8bba934f3ef8d14973f30cfc63166a,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1744780,3993670,314455542,312500000,1955542,3382
929916,1766954991,4214763440,00000000000000000001a03be544d8e7256d03f12d60604e5cb4da7bff20683d,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1678548,3993603,313658318,312500000,1158318,4479
929917,1766955474,1500423175,000000000000000000018c84ebee63769a2d50dab7a9f31e90136fe5157b1cc4,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1677827,3993713,313696402,312500000,1196402,4179
929918,1766955583,314111149,0000000000000000000164f8660a4e177c9593f5cf94b07824b8eaf3af26df52,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1793919,3993621,313029115,312500000,529115,5091
929919,1766955961,1859100023,00000000000000000000669b95bbece8aba4c28e9482f0ca7f782d51ff421bdb,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1803493,3993565,313589801,312500000,1089801,3958
929920,1766956441,499663236,00000000000000000000530bef5c2b754c5286339bce0d608d5d9ec8b3aa4176,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1656084,3993723,313585968,312500000,1085968,4465
929921,1766958262,377747450,000000000000000000002b0eb86c6e82aceab394c93fbccc57ff3f088af1a7c8,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1641163,3993706,316133439,312500000,3633439,3787
929922,1766958614,1297161503,0000000000000000000088716733bee6efb7adab59f91f3e533578f028e84a59,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1574120,3993347,314057636,312500000,1557636,2773
929923,1766958793,305973297,00000000000000000000f5f263623fb004191f1e81bea07fce997b5a932c3fd2,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,411915,948789,313154455,312500000,654455,644
929924,1766958939,2341348049,00000000000000000001478665d24aecf5b61cbb37b6cbe134ddaa5ebe141fd0,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1781895,3993762,313027489,312500000,527489,4895
929925,1766960176,2329603746,00000000000000000001e441ee92c68caf13a56c5e2a6ec173b29042d6febcde,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1596209,3993707,314937349,312500000,2437349,3256
929926,1766960281,1779659916,0000000000000000000192b419134c74b292a0181da74525bdb97ee3c65efec7,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1776441,3993846,313153285,312500000,653285,4533
929927,1766963260,2154977598,000000000000000000005c65fd0b60bc0e67befdce9dfc23230971b3a18c16d3,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1556791,3998245,317015702,312500000,4515702,3852
929928,1766963957,238027087,00000000000000000001b7552aec741b1b3d48524205b3f7c8a338e3397af9a1,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1677818,3993569,314907210,312500000,2407210,3320
929929,1766964235,3599570842,00000000000000000000dba8da8af99401e9f3856c1f7e23d2783e877c6a013d,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1340406,3993864,313911952,312500000,1411952,1693
929930,1766965634,2696162917,00000000000000000000f6bada5f541eeb4731909c2a08705a3f7f9565e929fc,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1569505,3993592,315569840,312500000,3069840,3062
929931,1766965647,264968064,000000000000000000000c812bf6fc8938a20f8f16fbbe207564b740830a6b6f,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1996237,3994075,313391938,312500000,891938,1869
929932,1766965732,1731967825,000000000000000000010db1f985fbe20ee20a9e46f3d17baad2ee604d5e509a,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1953778,3993067,312952587,312500000,452587,4617
929933,1766965738,2663002195,0000000000000000000110341a5ae3f2f65dd7b08278d837ce4aa08c370f6187,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,9744,20886,312556513,312500000,56513,14
929934,1766965815,2414952625,00000000000000000000899c7a21d528b4d13d08f3c876d855bc193e37659b03,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,51388,141175,312574742,312500000,74742,157
929935,1766966436,2759912178,00000000000000000001e133e61ab36f5c759fadcd94b8a97ac98968d44ffea2,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1715760,3993723,314176108,312500000,1676108,3380
929936,1766966478,3312547511,00000000000000000000c97ef60d75906731d65282b919561c4c19abaa0d0299,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1788762,3993099,313174587,312500000,674587,4960
929937,1766966708,1199293607,00000000000000000000417c52a6484171708e9bb737b4e5a026610b54507b62,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1739291,3993146,313326579,312500000,826579,4664
929938,1766968072,3682399112,0000000000000000000077df0b7b6c4192943d1d4f04424a467b323c8a5104fc,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1564148,3993998,315351574,312500000,2851574,3179
929939,1766968629,3308666884,00000000000000000001c669f48a6ef920a91d532f7b9457188ca8658e660ea2,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,908222,2146808,313708005,312500000,1208005,1642
929940,1766968792,3192698163,0000000000000000000179cc05510019c390a3b50bf42ec7ae82b13dd588d84f,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1710150,3993315,313111124,312500000,611124,4461
929941,1766970745,1058829870,00000000000000000001b1a9495855b854b9d6678d2fec53a42f36ab78f8935d,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1598781,3993912,315891525,312500000,3391525,3170
929942,1766970530,1708863851,0000000000000000000081d38a075b4d787b3c8abe3825e88b77d3b49325c40d,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1718951,3993260,313276901,312500000,776901,3779
929943,1766971353,3201998118,000000000000000000011cbf1fc9e65f1102f7c9925463edff46fdf53a30d88b,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1788881,3993257,314247632,312500000,1747632,3820
929944,1766971399,714836184,000000000000000000003fd9b628f96e03cc159a9949d922dc21daf97e3b49c6,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1776764,3990650,312906058,312500000,406058,4958
929945,1766972372,1727227513,0000000000000000000090af723757729edc37fd394cc3583def556bd1315ced,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1205699,3077567,314506903,312500000,2006903,2430
929946,1766973121,2862889065,00000000000000000001c063630e7527faa3fb8ea2ccbf70f6304ec1654cb40a,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1678197,3993363,314478496,312500000,1978496,4174
929947,1766973141,244553128,000000000000000000010972b7b30d0f65d20c84c9cd049241ff2468c3236fc3,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,33651,71694,312539125,312500000,39125,56
929948,1766974251,1014124113,00000000000000000000e1adbe9e207bc7872f1f645ea9bc9da200d0c0ed7b4f,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1478798,3998000,315136222,312500000,2636222,2430
929949,1766975456,3818283082,00000000000000000001be32cc384522183c2affb58b41180d0caf7539779c13,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1728769,3993613,315150079,312500000,2650079,3016
929950,1766975976,3556193431,00000000000000000000419ac9281a0217a289ff5e4e442f018510eff26bdb07,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1688025,3993627,313744709,312500000,1244709,4086
929951,1766976501,2407449291,00000000000000000000482c91d11796801ad26ea701608e3851faa1028d260f,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1659441,3993720,313914532,312500000,1414532,3991
929952,1766976588,1756404056,00000000000000000000a1a95833b9ec9b6cd52a6e9f4375910910a8a5d3ae6a,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,102253,279112,312679930,312500000,179930,265
929953,1766976663,1349678671,00000000000000000000f727ab1cb7d6262bb9a0ab4b9cca6fff6b2a92c44c76,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1820036,3994031,312973495,312500000,473495,4825
929954,1766976687,395555027,0000000000000000000197585952ce04b3b3ea7d79b4fb79bf5f9c5f83e86c1a,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1792938,3993693,312929419,312500000,429419,4704
929955,1766976798,4036455213,000000000000000000013ea1f7b8588862f03dd3391f0f7c8372a06ec3452f1b,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1737711,3993261,313212289,312500000,712289,4676
929956,1766977418,1059875718,00000000000000000000c984bcb52391ed00034d0c190172abdcbe3d7e3097e5,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1675063,3993085,314306371,312500000,1806371,3983
929957,1766977544,3982934063,00000000000000000000a34908f6709d7e5d140be2d8cfd4d1f470bdca5972b2,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1825174,3993196,312995568,312500000,495568,4627
929958,1766978120,4241339440,00000000000000000000dfe4b8cdae411bfadae1ebc6e6e93f5c9475320c9050,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1541854,3993250,315086597,312500000,2586597,2918
929959,1766978290,337242257,0000000000000000000186d67f2050ea3d456b2d6f57a417cf1e57a4b08d0283,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1884209,3993839,313078542,312500000,578542,4774
929960,1766978888,50576565,000000000000000000019797df777cc1668e0472efc33f88466506a9221ca5a8,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,674971,1838314,313709645,312500000,1209645,1319
929961,1766980621,4129777495,00000000000000000001dd46aa503bde988b9359c3a365d2ca35d7a3ed9f1286,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1665385,3993769,316072530,312500000,3572530,3007
929962,1766981083,814999578,00000000000000000000ab499b3b213dcd89e03cbee2ae0738c503081fc13aaf,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1561982,3993611,313996691,312500000,1496691,2990
929963,1766981602,1299647749,000000000000000000015832d991a071969a31704ec316f3b866a31f445c9f34,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1675471,3994009,313715982,312500000,1215982,4294
929964,1766981719,1975432188,00000000000000000000c92c10f493282048294cee395ba70135479fc58e4d08,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,270212,580775,312808505,312500000,308505,416
929965,1766982268,3544764072,00000000000000000001194add5c530c710d7b7471b515efad00000ca13359c1,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1630955,3993398,314414930,312500000,1914930,3702
929966,1766984104,476870992,0000000000000000000080d87f20255b331cf6b03210a14d03c3b45d080fe56f,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1607583,3993873,315437346,312500000,2937346,3046
929967,1766984721,373771000,000000000000000000018e404397ae53754a0097977ad9e3217eeb68a43e58ec,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1787839,3993463,314160314,312500000,1660314,3314
929968,1766985005,4131669117,000000000000000000014f58e80132d0d2d8c1a42718bb10d8f179a8e44726b9,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1719234,3993261,313521747,312500000,1021747,4523
929969,1766985100,4023073769,000000000000000000008f96704cba94743a7ea848466c557b4bbc58248de791,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1766458,3993427,313025964,312500000,525964,4694
929970,1766985451,2459036416,000000000000000000004360ab3cf6e504ea8fae42d7ba6edcc4501fcf9abf90,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1797217,3993049,313810803,312500000,1310803,4944
929971,1766985846,237347257,00000000000000000001d067bc73e4d3426a902313c64cac4577ab1de138c2eb,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,638959,1734484,313698751,312500000,1198751,1192
929972,1766988413,3976797706,000000000000000000004401bd7677a08a9134b69abd8f3949be0c83515d60cb,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1601818,3993478,316358978,312500000,3858978,3417
929973,1766988678,3986027607,00000000000000000001e08541ee3e9fe6cd0ed2677d892c5bd9ad1f6916fbdd,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1647492,3993573,313854988,312500000,1354988,3055
929974,1766989540,3054518605,00000000000000000001b2c984bd10f1e4cf1d986c8b2316dc3ca0179b92085a,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1769115,3994041,315474083,312500000,2974083,3385
929975,1766989811,2452300084,000000000000000000011ead1a3b109cad06aba18ffa3528fce111241651258f,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,566081,1261469,313155428,312500000,655428,912
929976,1766989943,3077976146,00000000000000000000635668361771497498253fdcb49fc296e8d14d814c48,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1818044,3993281,313208632,312500000,708632,4732
929977,1766990198,926075009,00000000000000000000c040cae1702680be0fdc86d2738188f6923debb12891,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1794332,3993506,313347725,312500000,847725,4799
929978,1766990513,4137338672,00000000000000000000cdf9576c4f7c36a0f54b648cf32dafbc7e0ea5231f6b,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1759566,3993726,313610415,312500000,1110415,4560
929979,1766992363,3694127034,00000000000000000001cfad32dea656ffee58eb2ac39c58cb5bd20b095c61c3,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1708519,3994084,316367037,312500000,3867037,2937
929980,1766992720,4145627266,00000000000000000000d5349de47342a15915a73edacba00d0debb694fe8374,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1469415,3993681,314344569,312500000,1844569,1960
929981,1766993142,352884897,0000000000000000000028aa82b8b0c033b9a92a13367d0f465e1fa52122de82,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1678517,3993248,313781342,312500000,1281342,3378
929982,1766994350,758863878,00000000000000000001a82b3062e7bd22646bce3144f9d1cc32eb64f21af53f,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1552996,3993703,316561317,312500000,4061317,2847
929983,1766995337,3350843718,000000000000000000014810e5bb1dd049cc51f1e2b808b7353d04eb1ff9c2cc,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1720202,3998342,315150648,312500000,2650648,2645
929984,1766995830,1072807301,000000000000000000004f9fe96dbd82d014702b5a968f2988db4d6258b4fb7d,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1411189,3993703,314485290,312500000,1985290,1724
929985,1766995921,4038760318,000000000000000000016026145d1587f8634c7baf247053b59bd9acde4da573,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1772317,3993784,313373163,312500000,873163,4361
929986,1766996448,1260388220,000000000000000000011eec76646688cedfb543652afbe51580ff982744affe,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1728757,3993682,313843384,312500000,1343384,4552
929987,1766996997,1771010872,00000000000000000000025c898df0f663dd664044dc6cb26f2acfcf3a21f8a8,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1718230,3994090,314119768,312500000,1619768,4419
929988,1766997895,219967590,0000000000000000000084c8cd441f10d6a99a2f4954f13288a3aada2931dcfe,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1663968,3993525,314812594,312500000,2312594,3905
929989,1766998902,1443853110,000000000000000000010c91dd0d09210c80e7a3d86bce383b010e4bb296f646,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1610131,3998308,315286213,312500000,2786213,3096
929990,1766999432,2339126069,00000000000000000001cb8c44594e7f76647e904bdc86c01cc5015530c10e23,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1718320,3993088,314543008,312500000,2043008,3799
929991,1767000113,2917958210,000000000000000000010be73b497ee7b4cbf0865ddc9ab97b126236a79d2855,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1285032,2999142,314699076,312500000,2199076,2193
929992,1767000908,2840420668,00000000000000000000132ee4d939e389044ee01c7b5d548e566665bed231b9,148258433855481.3,00000000000000000001e6050000000000000000000000000000000000000000,1742438,3993236,314882147,312500000,2382147,4063
